HCT116_pH7A	HCT116_pH7B	HCT116_pH7C	HCT116_pH6A	HCT116_pH6B	HCT116_pH6C	Me3pH7A	Me3pH7B	Me3pH6A	Me3pH6B	Me3pH6C	Me3pH7C
ENSG00000245651	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245662	0	0	0	0	0	0	42	42	13	21	27	42
ENSG00000245667	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000245680	96	74	89	84	101	77	63	60	236	226	199	70
ENSG00000245685	2	0	1	1	2	0	5	1	2	1	2	4
ENSG00000245688	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245694	70	77	80	95	62	74	84	65	73	80	49	63
ENSG00000245711	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000245719	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000245729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245748	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000245750	0	1	3	1	1	3	2	4	2	4	1	1
ENSG00000245768	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245812	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000245832	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000245848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245849	26	26	27	32	87	50	10	22	16	31	27	27
ENSG00000245857	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245869	1	0	0	2	5	0	0	0	0	2	0	0
ENSG00000245870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245888	6	6	7	19	10	15	1	2	1	2	3	2
ENSG00000245904	0	1	0	0	3	1	3	2	0	5	6	2
ENSG00000245910	773	920	960	1109	1178	1019	1241	1298	1061	1333	1327	1453
ENSG00000245928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245937	178	154	227	133	129	125	93	99	85	69	113	102
ENSG00000245954	5	10	7	38	24	33	0	0	0	1	0	1
ENSG00000245958	188	151	106	191	170	175	117	143	110	145	106	130
ENSG00000245970	0	1	3	1	1	1	1	0	1	0	1	0
ENSG00000245975	1	1	2	0	1	0	1	0	2	2	6	3
ENSG00000246016	0	0	0	0	0	0	1	0	2	2	3	0
ENSG00000246022	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000246067	72	31	53	58	64	44	48	58	61	73	55	60
ENSG00000246082	51	27	39	54	61	58	26	17	32	30	14	16
ENSG00000246084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246089	40	52	40	38	39	32	8	5	12	14	17	13
ENSG00000246090	45	37	41	89	92	92	25	36	29	32	26	19
ENSG00000246095	0	0	4	1	0	0	3	2	0	7	3	3
ENSG00000246100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246130	0	0	0	2	3	0	2	3	4	8	4	4
ENSG00000246145	5	0	4	1	3	6	7	14	1	3	9	12
ENSG00000246174	16	8	6	11	7	6	11	8	16	6	13	13
ENSG00000246203	8	5	5	14	72	18	14	10	23	31	17	21
ENSG00000246211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246225	0	0	0	1	0	1	0	2	0	0	1	0
ENSG00000246228	114	141	90	159	173	187	0	3	3	1	2	3
ENSG00000246250	0	0	0	0	0	1	0	0	0	1	2	0
ENSG00000246263	16	3	12	49	48	36	1	6	15	12	14	9
ENSG00000246273	106	112	140	105	183	112	37	49	44	50	46	25
ENSG00000246283	4	1	0	2	3	0	5	10	1	3	3	4
ENSG00000246308	5	2	2	4	2	2	0	0	0	0	1	0
ENSG00000246316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246323	4	0	3	1	1	3	2	2	1	1	0	1
ENSG00000246331	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000246334	33	51	48	64	68	41	105	57	44	56	95	217
ENSG00000246339	0	0	0	0	1	1	2	3	2	4	3	3
ENSG00000246350	29	35	33	26	42	13	22	21	19	6	13	20
ENSG00000246363	0	4	1	0	1	1	2	5	5	1	6	2
ENSG00000246366	0	2	0	0	1	0	3	2	0	0	0	0
ENSG00000246375	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000246379	0	0	0	0	0	0	4	6	13	6	3	3
ENSG00000246394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246451	0	1	0	1	1	0	0	0	1	0	0	0
ENSG00000246465	24	17	16	38	37	8	0	1	2	0	2	0
ENSG00000246477	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246523	1	0	0	1	0	0	1	1	4	4	4	2
ENSG00000246526	0	2	0	2	0	0	0	0	0	0	1	1
ENSG00000246528	0	0	0	0	0	0	16	20	15	13	8	18
ENSG00000246541	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000246548	0	0	0	1	1	1	0	1	1	2	1	0
ENSG00000246560	25	24	14	27	19	17	18	26	13	15	16	10
ENSG00000246575	0	0	0	0	0	0	4	2	0	2	3	4
ENSG00000246582	84	71	103	89	78	78	7	5	25	32	32	15
ENSG00000246596	25	15	20	21	39	19	0	0	4	0	1	0
ENSG00000246627	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000246640	1	8	4	37	36	37	4	1	5	6	5	11
ENSG00000246662	6	4	4	10	10	6	3	1	9	10	7	4
ENSG00000246695	8	6	14	18	14	9	85	89	114	125	102	77
ENSG00000246705	16	17	15	21	44	25	59	51	102	142	150	90
ENSG00000246731	0	0	5	3	10	2	1	1	1	4	3	2
ENSG00000246740	1	1	3	4	6	3	0	3	1	1	0	3
ENSG00000246763	2	0	1	4	2	0	1	2	5	4	2	5
ENSG00000246774	0	0	0	0	0	0	2	1	0	0	0	1
ENSG00000246777	1	2	2	0	0	1	4	3	4	0	3	0
ENSG00000246790	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000246792	1	1	0	5	14	2	2	6	1	3	3	4
ENSG00000246820	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000246851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246859	2	0	2	3	2	0	0	0	0	1	0	0
ENSG00000246863	6	2	2	1	4	4	2	6	1	2	0	3
ENSG00000246876	0	0	0	0	0	0	1	0	4	5	3	0
ENSG00000246877	4	3	1	1	7	7	1	1	3	6	3	6
ENSG00000246889	4	5	7	5	6	6	2	4	0	1	0	1
ENSG00000246898	25	34	29	19	34	25	9	9	5	6	5	7
ENSG00000246922	74	62	50	55	68	62	20	26	19	7	23	20
ENSG00000246982	1	6	1	6	9	4	3	5	8	8	9	3
ENSG00000246985	17	21	20	53	61	41	25	41	33	25	16	41
ENSG00000247011	0	0	0	1	1	0	1	0	1	1	3	1
ENSG00000247033	2	0	1	1	0	4	0	0	0	0	0	0
ENSG00000247049	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000247077	1002	1466	1329	828	730	633	507	390	294	516	586	707
ENSG00000247081	16	8	25	22	38	18	33	53	81	49	70	33
ENSG00000247092	96	97	91	61	62	72	71	31	26	44	77	85
ENSG00000247095	1	5	1	16	11	12	1	3	10	12	3	3
ENSG00000247121	0	0	0	1	5	2	1	0	1	0	1	1
ENSG00000247130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247131	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000247134	86	79	87	149	159	138	104	151	192	196	158	111
ENSG00000247137	62	44	32	45	57	48	13	20	21	31	20	19
ENSG00000247151	2	8	4	7	6	4	5	6	3	5	2	3
ENSG00000247157	2	0	0	4	4	4	0	0	0	0	1	0
ENSG00000247193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247199	2	1	1	0	0	0	0	0	1	0	0	0
ENSG00000247213	0	1	0	4	16	0	1	0	2	3	1	1
ENSG00000247228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247240	27	26	48	67	35	38	57	65	43	76	73	84
ENSG00000247270	2	0	0	1	6	2	0	0	0	0	1	0
ENSG00000247271	53	44	47	64	61	43	149	196	193	138	186	182
ENSG00000247287	7	5	5	5	7	3	0	0	0	0	1	0
ENSG00000247311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247317	4	1	1	3	3	5	5	7	8	10	17	12
ENSG00000247324	2	3	5	3	7	1	0	2	0	6	1	2
ENSG00000247345	0	0	0	0	0	0	23	37	80	73	45	32
ENSG00000247363	4	3	10	11	16	8	5	2	8	14	4	3
ENSG00000247372	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000247373	13	11	14	14	7	14	6	9	2	7	6	11
ENSG00000247381	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000247400	25	28	15	14	50	14	6	2	9	9	4	7
ENSG00000247402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247416	0	0	0	0	0	0	4	0	4	5	3	3
ENSG00000247473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247498	69	64	46	50	63	58	14	14	14	7	16	8
ENSG00000247516	0	0	0	0	0	0	78	84	79	106	137	108
ENSG00000247556	2269	1793	1809	2241	2276	2411	1448	1757	1614	1678	1754	1301
ENSG00000247570	0	0	0	1	1	0	6	2	2	12	1	0
ENSG00000247572	99	73	81	103	156	77	74	90	141	128	125	74
ENSG00000247595	12	6	5	6	10	4	4	2	1	3	8	10
ENSG00000247596	7	14	25	39	22	13	12	2	9	17	45	46
ENSG00000247624	1	0	1	2	0	3	1	1	0	3	0	0
ENSG00000247626	456	574	497	353	430	272	344	316	140	218	268	349
ENSG00000247627	0	0	1	0	0	1	0	0	0	0	1	0
ENSG00000247675	6	2	1	2	4	1	2	2	0	3	4	0
ENSG00000247679	10	15	16	17	34	12	16	15	22	24	25	20
ENSG00000247699	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000247700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247708	23	19	15	16	56	13	1	7	10	8	9	5
ENSG00000247728	5	4	4	10	10	5	1	3	5	3	6	2
ENSG00000247732	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000247735	6	10	11	11	13	15	25	10	22	39	35	33
ENSG00000247746	0	0	0	0	0	0	4	7	12	10	12	6
ENSG00000247763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247765	0	0	0	0	0	0	4	4	10	11	12	5
ENSG00000247774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247775	0	2	0	0	2	0	2	0	1	1	2	1
ENSG00000247796	82	72	84	73	78	64	134	157	96	155	134	172
ENSG00000247809	45	56	45	46	70	50	17	32	28	40	40	37
ENSG00000247810	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000247828	140	98	85	109	192	111	62	68	80	80	60	75
ENSG00000247844	114	75	87	109	129	67	0	0	0	0	0	0
ENSG00000247853	2	3	0	0	4	1	3	6	3	4	4	3
ENSG00000247867	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247877	5	7	3	3	2	2	6	2	0	3	3	2
ENSG00000247903	0	0	1	0	1	0	2	0	1	0	0	1
ENSG00000247911	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247925	0	0	0	0	2	0	1	0	0	1	0	5
ENSG00000247934	0	0	0	2	2	2	0	4	2	2	5	2
ENSG00000247950	6	11	6	13	9	6	7	3	1	11	5	4
ENSG00000247970	0	0	0	1	0	0	0	0	0	1	1	0
ENSG00000247982	5	2	3	3	3	2	8	10	5	2	3	5
ENSG00000247993	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248008	185	214	263	138	159	108	109	88	62	76	118	97
ENSG00000248015	17	20	14	6	7	1	12	9	4	5	14	32
ENSG00000248019	8	5	4	6	10	14	5	8	4	6	5	5
ENSG00000248027	0	1	0	4	2	2	0	0	2	0	0	0
ENSG00000248029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248049	136	132	162	236	330	213	153	166	144	169	163	153
ENSG00000248050	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000248079	2	1	0	1	0	1	2	3	0	0	0	1
ENSG00000248092	0	0	0	0	0	0	1072	1314	1092	1150	1096	1140
ENSG00000248098	0	1	0	3	6	2	0	0	0	1	2	2
ENSG00000248099	0	0	6	3	1	3	0	0	0	0	0	0
ENSG00000248100	0	0	0	1	1	0	7	3	5	4	2	2
ENSG00000248101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248103	0	0	1	2	0	0	30	16	12	21	26	33
ENSG00000248104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248105	0	0	1	1	0	0	0	1	1	0	0	1
ENSG00000248106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248112	185	159	187	135	143	153	0	0	0	0	1	0
ENSG00000248113	12	14	10	5	8	10	7	4	6	6	9	7
ENSG00000248114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248117	3	2	2	0	1	1	0	0	0	0	0	0
ENSG00000248118	0	0	0	0	0	0	134	113	178	217	175	159
ENSG00000248120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248121	4	4	4	10	11	10	5	0	4	1	0	3
ENSG00000248122	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000248124	124	91	72	79	110	71	24	21	13	17	27	31
ENSG00000248125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248126	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248127	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000248128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248131	0	0	0	0	0	0	196	215	161	162	244	183
ENSG00000248132	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000248133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248137	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248138	0	0	0	0	0	0	1	0	2	3	2	2
ENSG00000248139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248150	7	1	5	0	9	0	3	1	6	0	1	0
ENSG00000248152	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248159	0	2	1	2	3	1	0	1	0	0	1	0
ENSG00000248160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248161	8	10	9	8	10	12	6	15	1	4	3	4
ENSG00000248162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248165	1	0	0	1	1	2	0	0	0	0	0	0
ENSG00000248166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248173	0	0	0	0	0	0	5	0	6	3	1	2
ENSG00000248174	0	0	1	0	0	0	0	6	4	2	0	0
ENSG00000248175	54	38	38	71	61	48	21	17	27	20	31	22
ENSG00000248176	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000248180	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000248182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248187	0	0	0	0	1	0	0	0	0	0	0	2
ENSG00000248188	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000248191	0	0	0	0	0	0	2	1	1	4	4	4
ENSG00000248192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248202	0	1	0	1	1	2	0	0	0	1	0	0
ENSG00000248203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248205	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248206	5	1	0	0	2	1	1	3	0	2	6	0
ENSG00000248208	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000248209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248210	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000248211	0	0	0	0	0	1	0	3	0	0	1	3
ENSG00000248213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248215	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000248216	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000248221	3	1	1	0	2	1	1	0	0	0	0	0
ENSG00000248222	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248228	0	0	0	0	0	0	0	1	1	2	1	0
ENSG00000248229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248230	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248231	21	10	21	27	31	16	0	0	0	0	0	0
ENSG00000248234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248236	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248238	8	4	5	5	14	3	11	7	24	9	26	10
ENSG00000248240	5	3	1	1	1	1	1	1	2	5	5	1
ENSG00000248242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248243	2	3	10	10	2	4	1	0	0	1	0	0
ENSG00000248245	5	1	0	3	1	3	0	1	0	0	0	0
ENSG00000248249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248256	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248257	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248265	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000248266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248268	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000248271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248275	59	76	67	60	77	94	84	100	150	143	128	124
ENSG00000248278	61	68	67	46	30	46	19	18	13	30	14	17
ENSG00000248279	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248280	25	23	17	29	29	21	2	3	5	5	6	9
ENSG00000248281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248282	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248283	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000248285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248290	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248294	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248296	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000248300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248305	2	3	0	2	1	0	0	0	0	0	0	0
ENSG00000248307	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000248308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248309	0	0	0	2	4	4	5	2	2	3	5	1
ENSG00000248311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248313	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000248315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248318	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248323	6	11	5	56	115	37	54	39	151	147	103	88
ENSG00000248327	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248328	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248329	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248332	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000248333	45	60	85	62	69	52	36	22	18	32	52	83
ENSG00000248334	17	12	16	14	17	13	0	0	4	5	3	0
ENSG00000248335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248336	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248339	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000248340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248346	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000248347	1	0	3	2	2	0	2	0	1	4	3	4
ENSG00000248349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248350	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248352	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248358	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248362	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000248363	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248366	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248367	1	1	5	0	0	2	0	0	0	0	0	2
ENSG00000248369	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248370	0	0	0	0	1	0	17	19	15	21	14	20
ENSG00000248371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248373	0	2	1	1	0	0	0	0	0	0	0	0
ENSG00000248374	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248375	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000248376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248377	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000248378	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248383	10	7	5	7	19	11	1	0	0	1	2	0
ENSG00000248385	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000248387	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248391	0	0	0	0	0	0	0	3	0	1	0	0
ENSG00000248393	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248394	1	0	0	1	0	1	0	0	0	0	0	1
ENSG00000248395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248397	0	1	1	3	1	1	0	0	0	0	0	0
ENSG00000248399	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248400	2	0	0	3	0	0	0	0	0	0	0	0
ENSG00000248401	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000248403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248405	15	7	3	10	9	15	0	0	0	0	0	0
ENSG00000248406	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248409	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248415	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248417	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248419	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248420	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248421	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248423	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248424	411	245	112	104	98	83	4	0	2	1	1	0
ENSG00000248425	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248428	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000248429	1	2	0	0	0	2	58	69	73	49	43	67
ENSG00000248430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248432	0	0	1	1	0	0	5	3	0	0	0	1
ENSG00000248434	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248440	0	0	0	0	0	0	1	5	2	2	4	1
ENSG00000248441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248442	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248443	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248444	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248445	11	8	8	9	9	7	3	1	3	0	3	7
ENSG00000248447	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000248448	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248449	1	2	1	3	1	1	3	3	1	1	0	1
ENSG00000248451	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248452	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248453	0	1	1	4	2	0	0	0	0	0	0	0
ENSG00000248455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248456	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000248457	0	0	0	0	0	0	0	0	0	0	0	0
